name,votes,rate
Sharma Ji Chaats And Desi khana,0,
Sharma's Malai & Masala,4570,4.0
Sharon Hotel,0,
Shater Grill House,96,3.5
Shavaji Hotel,0,
Shawarma & Kolkata Rolls,8,3.3
Shawarma Bae,16,3.3
Shawarma Bite,0,
Shawarma Corner,0,
Shawarma Hunt,18,3.4
Shawarma Inc,454,3.1315789473684212
Shawarma King Restaurant,197,3.4200000000000004
Shawarma Time,886,3.7
Shawn's Bakehouse,0,
Shayancafecito,0,
She Brews,477,3.766666666666667
Shebestan - Sterlings MAC Hotel,1624,4.2
Shee-Sha Cafe,234,3.6
Sheer Kurma,0,
Sheesh Kebab,420,4.083333333333333
Sheetal Restaurant,0,
Sheetals Home Food,0,
Shekhawati Restaurant,257,3.7
Sher-E-Punjab,1909,3.22
Sherin Ice Palace,0,
Sherlock's Cafe,204,3.66
Sherlock's Pub,18750,3.782051282051282
Shetty's Kitchen,434,3.7
Shezan,5140,4.115384615384615
Shift,15145,4.2
Shilpa Gulati's Desserts,50,3.6
Shilpa Veg,446,3.6
Shilpa Vegetarian Restaurant,0,
Shiny Veg Kitchen,0,
Shiro,31315,4.4
Shiv Bargav's Chit Chat,0,
Shiv Sagar,1002,3.6
Shiv Sager,100,3.0
Shiv Sai,8,3.2
Shiv Sai Hotel,222,3.5
Shiv Shakthi,527,4.0
Shiv Shakthi Hotel,0,
Shiv Shakti Hotel,0,
Shiv Shankar Chaats,19,3.7
Shiv Shankar Hotel,20,3.5
Shiv sagar,0,
Shiva Sai Andhra Hotel,16,3.2
Shiva's Bar And Restaurant,0,
Shiva's Naram Garam,16,3.3
Shivaay's Cafe,0,
Shivaji Kshatriya Restaurant,0,
Shivaji Maratha Hotel,10,3.4
Shivaji Military Hotel,4987,3.75
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,156,3.6
Shivas Family Restaurant,16,3.4
Shivshankar Hotel,0,
Shizusan Shophouse & Bar,5252,4.4
Shoiab Family Restaurant,28,3.6
Sholay - The Barbeque,90,3.5
Shradhi Lunch Home,8,3.2
Shrawan Restaurant,0,
Shree Alva's Delicacy,0,
Shree Annapoorneshwari Mess,7,3.3
Shree Balaji 99 Variety Dosa & Pav Bhaji,0,
Shree Balaji Paratha House,34,3.0
Shree Cool Point,59,4.1
Shree Durga,14,3.2
Shree Durgamba Juice Centre,54,3.1
Shree Ganesh Fruit Juice Centre,0,
Shree Ganesha Hotel,0,
Shree Guru Juice 'N' Ice,15,3.2999999999999994
Shree Guru Raghavendra Chats Chintamani Special,78,3.6
Shree Guru Sagar,120,3.5
Shree Guru Sagar Fast Food,112,3.6
Shree Jagannath Kitchen,0,
Shree K Foods,0,
Shree Khana Khazana,2100,4.025
Shree Krishna Sannidhi,230,3.4
Shree Laxmi Scoop Ice Cream Parlour,0,
Shree Mahalakshmi Sweets,237,3.47
Shree Mandarathi Grand,38,3.7
Shree Manjunatha Bar and Restaurant,18,3.4
Shree Maruthi Sweets,8,3.2
Shree Mithai,135,3.3666666666666667
Shree Muthahalli Veg,4221,4.14
Shree Nandini Andhra Mess,25,3.3
Shree Ranga Vilas,7,3.2
Shree Sadguru Refreshment,44,3.2
Shree Sagar,82,2.8333333333333335
Shree Sagar Veg Fast Food,0,
Shree Sai Foods,0,
Shree Saraswathi Sweets Centre,135,3.533333333333333
Shree Thali,1826,4.08
Shree Udupi Grand,197,3.730769230769231
Shree Udupi South kitchen,0,
Shree Upahara Veg,0,
Shree Venkateshwara North Karnataka Hotel,211,4.0
Shreedevi,260,3.7
Shreeji Restaurant,73,3.8
Shreya Ranna Ghar,12,3.3
Shreyas,0,
Shreyas Upahar & Burger Point,40,3.08
Shreyas Veg,0,
Shri Family Restaurant,25,3.3666666666666667
Shri Guru Ragavendhra Tiffen & Coffee Bar,0,
Shri Guru Raghavendra Grand Veg,0,
Shri Krishna Bhavan,192,3.7
Shri Lakshami Venkateshwara Iyengar's Bakery,22,3.5
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,0,
Shri Madhuram,2226,3.9
Shri Nandi sagar,0,
Shri Ram Sweet Centre,964,4.0
Shri Sai By 2 Coffee,0,
Shri Sai Ram Andhra Hotel,0,
Shri Udupi Cafe,62,3.9
Shri Vinayaka Ice N Juice,205,3.4642857142857144
Shri Vishnu Grand,565,3.075
Shringar Sweets & Snacks,77,3.5
Shrinidhi Military Hotel,20,3.3333333333333335
Shrusti Coffee,42,3.7
Shubh Sweets,662,3.9
Shuchi Ruchi,1367,4.0
Shuddh Desi Khana,4201,4.071428571428571
Shudh,184,4.1
Shudh Desi Khana,144,3.5
Shukno Lanka,0,
Shy Chef,0,
Shyam's Lunch Box,27,3.2000000000000006
Shyamali Fast Food Kolkata Style,0,
Shyvan Restaurant,909,3.6363636363636362
Sichuan,3769,4.033333333333333
Siddappa Hotel,1096,4.1
Siddharth Restaurant,66,3.6
Siddiqu Kabab Center,887,4.44
Siddique Kabab Centre,4936,3.521052631578948
Siddu Samayal,0,
Side Street Kitchen,0,
Sidekicks,36,3.4
Sidewalk - The Garden Bar,11960,4.425000000000001
Sidewalk Cafe & Bar - The Paul Bangalore,2821,4.2
Sidewalk Cafe - Nahar's Heritage Hotel,1350,3.9
Sidra Eatery,141,3.9
Sids Cafe,0,
Sigree Global Grill,5525,4.4
Sihi Chocolaterie,104,3.7
Sikori,752,4.2
Sila Restaurant,1028,3.8
Silbatti,3105,3.95
Silicon Spicy Bite & Sip,0,
Silsila,188,2.7
Silsila Restaurant,124,3.7
Silver Leaf - Ramee Guestline Hotels,34,3.5
Silver Spoon,4,3.3
Silver Spoon Restaurant,220,3.2
Silver Star,9,3.4
Simhapuri Kitchen,2555,3.9799999999999995
Simhapuri Mess,156,3.8
Simon Says Brew Works,19900,4.5
Simple Thindies,8,3.5
Simply Indian,2724,3.9
Simu?s Kitchen,12,3.4
Sindh Kitchen,666,4.2
Sindhu Family Restaurant,8,3.2
Sindhu Hotel,0,
Sindhuri Restaurant,57,3.1
Singh Da Dhaba,30,3.2999999999999994
Singh Punjabi Dhaba,670,3.8
Singh Saab,974,3.7
Singh Saab Dhaba,84,3.8
Singh Saheb Di Rasoi,40,3.2
Singri Home Made Foods,0,
Sintales,220,3.6
Sip N Bite,77,3.3
Sip n Dine,218,3.6
SipMeal,0,
Sipp N Cool,0,
Siri Jai Bhavani Mess,0,
Siridhanya Upahara Darshini,30,3.4
Sitaar,264,3.7999999999999994
Sitara Family Restaurant,0,
Sitara Veg Restaurant,836,3.9
Sixth Avenue Cafe And Patisserie,2616,4.406666666666667
Sizzles,22,3.5
Sizzling China,92,2.9
Sizzling Pasto,297,4.1
Sizzling Szechuan,900,3.9
Sizzling Tandoor,15,3.1
Sizzlingo,0,
Sk Grand Hotel,60,3.2
Skanda Cafe,15,3.5
Skandas Veg Restaurant,88,3.2
Sketches,28,3.5
Skinz Ooty Chocolate,0,
Skoolroom,10307,4.3
Sky Bakery and Cafe,0,
Sky Juice Corner,0,
Sky Lounge Bar - Svenska Design Hotel,2148,4.0
SkyDeck By Sherlock's,18772,4.2
Skyline Family Restaurant,266,3.35
Skyline Pizzeria,3061,3.925
Skylit - Citrus Hotels,7078,3.930434782608695
Skytouch Le Cafe,762,3.7000000000000006
Skywalk Restobar,40,3.3
Skyye,28146,4.2
Slanz Cafe,495,3.6
Slate Cafe,631,4.1
Slice of Spice,16,3.1
SlimSins Cafe,4259,4.1
Slo' Food Co.2,313,3.757142857142857
Sloshed,288,3.9
Slounge - Lemon Tree Hotel,236,3.8666666666666667
Slounge - Lemon Tree Premier,500,4.0
Slurpy Shakes,35,3.44
Sly Granny - The Community House,4819,4.44
Smaaash,9244,4.1684210526315795
Smack,0,
Smack Cafe,4,3.3
Smacznego,3529,4.2
Smally's Resto Cafe,102877,4.1722222222222225
Smiley's Kitchen,0,
Smise,14502,4.0
Smogrill,0,
Smoke - The Sizzler House,17041,3.755555555555556
Smoke House Deli,54737,4.6
Smoke Oil Salt,63,3.7999999999999994
Smoke de Burger,217,3.6166666666666667
Smoke-A-Pot,377,3.353846153846154
Smokey Tribe Restaurant,2927,3.8
Smokie Brownie,119,3.2
Smokin Bites,80,3.3499999999999996
Smoodies,44,3.7
Smoodys,14,3.0
Smoor,23577,4.091525423728814
Smooth,24,3.7
Smooth Blender,14,3.4
Smoothie Hub,24,3.1
Smoothies Cafe,0,
Snack House,191,3.8249999999999997
Snack Itt,0,
Snack Knack,326,3.0
Snack Magic,50,3.7
Snack N Slurp,0,
Snack Souq,0,
Snack shop,0,
Snack'Ups,246,3.55
Snackiey,22,3.5
Snacks 24x7,0,
Snacks Bite,36,3.0
Snacks Centre,0,
Snacks Joint,742,3.75
SnacksGuru,0,
SnacksJoint,104,3.7
Snaiksa Foods,0,
Snakk That,160,3.9
Snaxup Restaurant,93,3.5
Sneha Fast Food,0,
Sneha's Kitchen,0,
Snow Gola,85,3.7
Snow Lion Tibet Kitchen,526,3.9
Snow'ora,4453,4.3
So-Fat's Dosas,129,3.7999999999999994
Sober Turtle,234,3.3499999999999996
Soda Bottle Opener Wala,55299,4.406666666666667
Sofiya Cakes,0,
Soham Bombay Masti Magic,16,3.6
Soho Bar & Grill,1508,2.7
Some Mo',0,
Somilan Steak House,4812,4.3
Soms Kitchen & Bakes,0,
Sona Chicken Kabab,24,3.2000000000000006
Sona's Kitchen,0,
Sonar Bangala,834,3.8
Sonu Ki Sweety Da Dhabha,0,
Soo Ra Sang,290,4.1
SoopeRolls,11,3.5
Sorse,2966,3.9749999999999996
Sotally Tober,43067,4.4
Sotang's,45,3.3
Soul Cafe,3788,3.9
Soul City,1083,3.8
Soul Curries,0,
Soul Curry Restaurant,54,3.6
Soul Indian Specialty - Svenska Design Hotel,799,3.7000000000000006
Soul Treat,1084,4.3
Soundarya Military Hotel,54,3.8
Soup N Grill,14,3.5
Soup Station,730,3.7625
Soup'ermanz Kitchen,2637,4.1
South Calcutta Sweets & Chat,0,
South Cool Point,0,
South Grand,102,3.4
South House,546,4.04
South Idlis,571,4.0
South Indian Kitchen,24,3.3
South Inn,240,3.1
South Kitchen,1376,4.3
South Mouth,0,
South Parade - The Chancery Hotel,1705,3.1
South Point Pub,55,3.4
South Ruchis,716,3.9
South Ruchis Square,1033,4.3
South Saviruchi,7,3.3
South Side,30,3.3
South Side Grill,56,3.5
South Spicy Bites,203,3.7000000000000006
South Spicy Bites Express,30,3.8
South Tiffin Corner,0,
South Tiffins,864,3.5666666666666664
South Treat,14,3.4
Southease,7,3.5
Southern Spice,1665,3.290909090909091
Southern Stop,0,
Southindies,4909,4.05
Southinn,1727,3.563636363636364
Sowmya Ambur Hot Dum Biryani,0,
Spar Refresh,20,3.425
Special Biriyani,16,2.9
Special Biryani House,808,3.2
Special Hot Roll No.1,0,
Special Malai Gola,0,
Special Taste 99 Varieties Dosa,0,
Specialist Restaurant,18,3.1
Speedbreaker,116,3.4
Speedy Chow,12,3.5
Spellbound,15,3.3
Sphyre - Gateway Hotel,398,3.5999999999999996
Spice,8,3.3
Spice 9,16,3.4
Spice Affair,56,3.6
Spice Boulevard,537,3.9
Spice Code,1321,3.925
Spice Corner,64,3.5
Spice Cove - I.V Sanctum,176,3.8
Spice Darbar,189,3.9
Spice Elephant,3148,4.1
Spice Garden by Dum Mast Biryani,236,3.2
Spice It,519,3.8
Spice It - Ibis Hotel,222,3.0
Spice Kitchen,1288,3.875
Spice Of Kolkata,466,2.8
Spice Resto,10,3.3
Spice Room,0,
Spice Root,0,
Spice Taj,0,
Spice Terrace - JW Marriott,3818,4.3
Spice Treat,0,
Spice Up,1168,3.8
Spice of Andhra,82,3.7
Spice of India & Chai Tales,0,
Spices,10,3.2
Spices The Food Joint,27,3.1
Spicy Andhra,74,3.02
Spicy Corner,754,3.9
Spicy Fingers,36,3.4
Spicy Gobi Magic,0,
Spicy Grill,0,
Spicy House,289,3.7000000000000006
Spicy Hub,156,3.0
Spicy Khana Point,280,2.8499999999999996
Spicy Kitchen,379,3.766666666666667
Spicy Menu,0,
Spicy Onion,120,3.6
Spicy Paratha House,36,3.0
Spicy Punjabi Pharatha,324,2.85
Spicy Restaurant,150,3.0
Spicy Tadka,47,3.5
Spicy Tandoor,39,2.7
Spicy World,28,3.4
Spicyzone Restaurant,0,
Spinach Family Restaurant,0,
Spoon Me,17,3.45
Spoonful Of Sugar,1724,4.0
Spoorthi Ice Cream,0,
Sports Bar - Le Meridien,99,3.7000000000000006
Spotlight - The Golden Tulip,236,2.5
Sprinkled,68,3.8
Spurthi Foods,211,3.7000000000000006
Squeez Juice Bar,107,3.8
Squeez Juice Bars,57,3.1999999999999997
Sree Abhiruchi,46,2.8666666666666667
Sree Ayyappaa Foods,0,
Sree Balaji Sweets Shop,0,
Sree Banashankari Donne Biriyani,0,
Sree Bangalore Bhavan,88,3.7
Sree Durga Darshini Veg,0,
Sree Food Paradise,0,
Sree Gajanana Fruit Juice Centre,12,3.3
Sree Gajanana Juice Centre,0,
Sree Ganesh Fruit Juice Center,0,
Sree Ganesh Fruit Juice Centre,24,3.6
Sree Ganesh Juice Center,0,
Sree Ganesha Fruits & Juice,5,3.4
Sree Krishna Kafe,10343,4.041176470588235
Sree Krishna Sagar Greens,66,2.8
Sree Lakshmi Venkateshwara Andhra Mess,68,3.5
Sree Sagar,0,
Sree Saravana Bhavan,28,3.2
Sree Spicy Hub,916,3.9
Sree Vinayaka Puttukada,0,
Sreeraj Lassi Bar,3611,3.945945945945946
Sri Aadhya,0,
Sri Andhra Bhawan,0,
Sri Annalakshmi,0,
Sri Annapoorna Andhra Mess,0,
Sri Annapoorna Bajji Center,45,3.9
Sri Annapurna Mess,0,
Sri Annapurneswari Hotel,0,
Sri Ayodhya Veg,579,3.6363636363636362
Sri Balaji Andhra Mess,0,
Sri Balaji Chats and Icecreams,0,
Sri Balaji Juice And Chats,0,
Sri Balaji Tiffin Centre,0,
Sri Banasankri Donne Biriyani,24,3.4
Sri Banashankari Biryani Kabab Centre,0,
Sri Banashankari Donne Biriyani,302,3.775
Sri Banashankari Upahara,0,
Sri Basaveshwar Jolada Rotti Oota,0,
Sri Basaveshwara Rotti Oota,0,
Sri Basaveshwara U.K Foods,0,
Sri Basaveswara Hilige Mane,0,
Sri Bhagya Grand,742,3.4
Sri Bhagya Veg,0,
Sri Brahmi Kuteera,0,3.4
Sri Cafe Hotel,0,
Sri Dalma,464,3.7999999999999994
Sri Datta Biryani House,162,3.5
Sri Devi Baker's,246,3.9
Sri Devi Cafe,33,3.7
Sri Devi Darshan,0,
Sri Devi Sagar,322,3.7
Sri Durga Bhavani Biryani Point,0,
Sri Durga Cane Fresh,25,3.4
Sri Durga Chats and Juice,182,4.0
Sri Durga Donne Biryani,0,
Sri Durga Fast Food,0,
Sri Durga Grand,20,3.3
Sri Durga Nellore Mess,1409,3.3249999999999997
Sri Fast Food,10,3.1
Sri Gajanana Fruit Juice Center,0,
Sri Ganesh Andhra Mess,0,
Sri Ganesh Fast Food,0,
Sri Ganesh Fruit Juice Centre,64,3.2875
Sri Ganesh Juice Corner,45,3.0
Sri Ganesh Juice Junction,2545,3.785
Sri Ganesh Juice and Chats,18,3.5
Sri Ganesh Sweets,16,3.7
Sri Ganesh Upahar,11,3.4
Sri Ganesha Fruit Juice Centre,71,3.2
Sri Gundappa Sweets,0,
Sri Guru Kottureshwara Davangere Benne Dosa,3358,4.1
Sri Guru Nalapaka Restaurant,40,3.5
Sri Guru Sagar Fast Food,0,
Sri Guru Vaibhava Veg,0,
Sri Gurudev Darshini,65,3.4799999999999995
Sri Idli Mane,16,3.7
Sri Jayadurga Biryani,85,3.75
Sri Jayalakshmi Bakery,20,3.3249999999999997
Sri Kathyayani Upahar,0,
Sri Krishna,0,
Sri Krishna Aramane,81,3.7
Sri Krishna Bhavan,28,3.45
Sri Krishna Bhavan Sweets,112,3.9
Sri Krishna Darshini,24,3.1
Sri Krishna Delight,0,
Sri Krishna Foodline,32,3.3
Sri Krishna Kitchen,575,3.6125000000000003
Sri Krishna Sagar,2560,3.551428571428571
Sri Krishna Sweets,446,3.7125000000000004
Sri Krishna The Dhaba,0,
Sri Krishna Upahar,53,3.6500000000000004
Sri Krishna Veg,8,3.5
Sri Krishnar Sweets,14,3.3
Sri Lakshmi Curries & Pickles,360,2.9
Sri Lakshmi Darshini,10,3.4
Sri Lakshmi Darshini Canteen,0,
Sri Lakshmi Dhaba,2650,2.9642857142857144
Sri Lakshmi Hotel,14,3.4
Sri Lakshmi Kabab Center,12,3.3
Sri Lakshmi Vaibhav,519,3.85
Sri Laxmi Venkateshwara Coffee Bar,1030,4.4
Sri Mahadev Sweets,0,
Sri Mahalakshmi Hotel,0,
Sri Mandarathi,0,
Sri Manjunatha Foods,28,3.6
Sri Manjunatha Hotel,0,
Sri Manjunatha Tandoori Corner,0,
Sri Maruthi Hotel,66,3.9
Sri Maruthi Miltry Hotel,384,3.8499999999999996
Sri Matha Sagar,25,3.0
Sri Murali Krishna,0,
Sri Murari Family Restaurant,0,
Sri Nandi Dosa Mane,0,
Sri Nandi Grand,61,3.4222222222222225
Sri Nanjundeshwara Canteen,0,
Sri Pillaiyar Bhavan,234,4.0
Sri Prasanna Military Hotel,0,
Sri Punjabi Dhaba,565,3.283333333333333
Sri Ragavendhra Upahar,0,
Sri Raghavendra Davanagere Benne Dose Hotel,74,4.0
Sri Raghavendra Prasanna Coffee Beans Club,0,
Sri Raghavendra Prasanna Coffee Club,9,3.6
Sri Raghavendra Tiffin Center,0,
Sri Rajalakshmi Sweets,68,3.6666666666666665
Sri Rajalakshmi Sweets and Bakery,0,
Sri Rajarajeswari Andhra Mess,0,
Sri Rajasthani Foods,104,3.59
Sri Rama,48,3.2000000000000006
Sri Rama Coffee Shop,0,
Sri Rama Vilas Sweets,92,3.7999999999999994
Sri Ruchi Restuarant,290,3.725
Sri SLV Bhavan,0,
Sri Sagar,149,3.6666666666666665
Sri Sai 99 Variety Dosa,406,3.6500000000000004
Sri Sai Bhavan,188,3.6
Sri Sai Cafe,30,3.5
Sri Sai Darshini Veg Restaurant,0,
Sri Sai Dosa Center,0,
Sri Sai Fast Food,0,
Sri Sai Ganesh Andhra Mess,0,
Sri Sai Grand,73,3.6
Sri Sai Lakshmi,0,
Sri Sai Mango Tree Restaurant,1346,3.6
Sri Sai Palace,176,3.8
Sri Sai Ram's,123,4.2
Sri Sai Restaurant,0,
Sri Sai Sagar Food,0,
Sri Sai Tiffannies,0,
Sri Sairam's Chats and Juice,471,4.2
Sri Sankara Cafe,234,3.5999999999999996
Sri Sapana Dhaba,89,3.288888888888889
Sri Sapthagiri Sweets,0,
Sri Saravana Bhavan,634,3.8363636363636364
Sri Shakti Sweets,18,3.4
Sri Shankar Andhra Mess,4,3.3
Sri Sharana Basaveshwara Khanavali,0,
Sri Shyam Sweets & Snacks,0,
Sri Srinivas Park Hotel,0,
Sri Udupi,0,
Sri Udupi Deluxe,33,3.5
Sri Udupi Food Hub,1054,4.1
Sri Udupi Grand,49,3.216666666666667
Sri Udupi Park,8010,3.8000000000000003
Sri Udupi Sagar,60,3.5
Sri Udupi Veg,24,3.3
Sri Upahara,0,
Sri Varu Food Corner,0,
Sri Vasavi Bangarpet Chats,0,
Sri Vasavi Mane Thindi,16,2.9
Sri Vasavi Restaurant,150,3.6
Sri Vasavi Super Sandwich,19,3.1
Sri Venkatesha Iyengar's Bakery,0,
Sri Venkateshwar Bhavan,14,3.5
Sri Venkateshwara Chat Centre,24,3.5
Sri Venkateshwara Juice and Dosa Centre,0,
Sri Venkateshwara Sweet House,16,3.3
Sri Venkateshwara Sweet Meat Stall,598,4.05
Sri Venkateshwara Sweetmeat Stall,56,3.8
Sri Venkateshwara Sweets Chats Juice Centre,10,3.4
Sri Venkateshwara Utsav,0,
Sri Venkateshwara Vishnu Bhavan,0,
Sri Venkateswara Andra Mess,0,
Sri Venkateswara Restaurant,0,
Sri Vinayaka 99 Variety Dosa,8,3.2
Sri Vinayaka Andhra Mess,20,3.3
Sri Vishnu Bhavan Veg,0,
Sri Vishnu Garden Family Bar & Restaurant,0,
Sri Vishnu Grand,679,3.8
Sri Vishnu Grand & Garden Restaurant,31,3.8
Sri Vishnu Park,998,3.8
Sri Vishnu Upahar,112,3.6
Sri Vishnu Veg,54,3.5
Sri Vishnupriya,402,3.0
Sri Yaksha Shiv Sagar,144,3.6
Sri chowdeshwari Mudde Hotel,0,
Sri venkateshwara Cake House,0,
Sri's Kitchen,0,
Sriji's Mithai,10,3.4
Srikrishna Bhavan,294,3.8
Srinagar Kabab Corner,20,3.4
Srinathji's,5036,3.75
Srinathji's Cafe,888,3.7999999999999994
Srinathjis,373,3.6
Srinidhi Donne Biryani,11,3.2
Srinidhi Fast Food,0,
Srinidhi Grand,0,
Srinidhi Hotel,0,
Srinidhi Real Food,106,3.6
Srinidhi Sagar,786,3.783333333333333
Srinidhi Sagar Deluxe,216,3.6
Srinidhi Sagar Food Line,780,3.7000000000000006
Srinidhi Upachar,140,3.6
Srinidhi Veg Food Court,388,3.9
Srinivasa Brahmins Bakery,32,3.6
Srinivasa Mess,206,3.7000000000000006
Sriracha,3468,4.3
Sriracha Robata & Contemporary Pan Asian Dining,0,
Srushti Coffee,36,3.4
Srushti Veg,12,3.3
Sruthi Mess,0,
Ssaffron - Shangri-La Hotel,1502,4.4
St. Mary's Cafe,0,
Stajasia Ahara,0,
Stand View Cake N Snack,0,
Star Ambur Dum Biryani,5,3.2
Star Biryani & Kebab Centre,20,3.4
Star Bowl,27,3.7
Star Briyani,0,
Star Cafe Hotel,0,
Star Food County,22,3.4
Star Kitchen,18,3.3
Star Restaurant,0,
Starbucks,10667,4.0025641025641026
Stark Bistro,60,3.6
Starlite Bakery & Fastfood,139,3.7285714285714286
Starnese,12,3.4
Stars 'N' Stripes,770,2.7
Starter House,46,3.6
Starve Nights,0,
Status,1064,3.408333333333333
Status Bar& Restaurant,8,3.3
Steaks and Shakes,0,
Steaming Mugs,1924,3.9125
Step Right Up,2028,4.1
Stevie's,444,4.05
Sticke2Waffles,0,
StikSnax,40,2.6500000000000004
Still Sipping,0,
Stir Fry,2092,4.0
Stoked!,3534,4.3
Stoned Monkey,13280,4.075862068965517
Stonelicious,1142,4.1
Stoner,75194,4.428947368421053
Stop 'N' Joy,56,3.8
Stop N Joy,70,3.8
Stories,34015,4.366666666666666
Stories - The Brew Chapter,0,
Stories - The Kitchen,0,
Story Time,68,3.75
Strada Kitchen & Bar,7,3.4
Straight From The Heart,40,3.4
Strategic Timeout Cafe,0,
Strawbees,52,3.8
Strawberry Moon,10,3.4
Street Foods by Punjab Grill,142,3.66
Strikers Sports Bar and Music,730,3.8
Stuffd,130,3.8
Sub Spot,16,3.3
Subham Pal Kitchen,100,3.3
Subhash Mess,46,3.7
Subway,8744,3.4745762711864407
Subz,16230,4.2
Subzero Korner,5,3.3
Suchi Ruchi Veg & Non Veg Resturant,12,3.2000000000000006
Suchithra Biryani House,2715,3.85
Sudama Restaurant,0,
Sudhir Vada Pav & Paratha Center,50,3.4
Sufi Restaurant & Cafe,422,3.725
Sufra Restaurant,673,3.7000000000000006
Sugar & Spice - Taj MG Road Bengaluru,474,4.0
Sugar Dust - Dessert Amore,0,
Sugar N Spice,32,2.7
Sugar Rush,156,3.8
Sugar Stars Co,0,
SugarLove,9,3.5
Sugarberryz Cakery,331,3.9
Sugarkiss Bake Studio,0,
Sugarly Spiced,0,
Sugary Bakers - A Boutique Bakery,0,
Suji's Kitchen,0,
Sukh Sagar,6332,3.59047619047619
Sukh Sagar Express,178,3.7
Sukh Sagar Food Court,54,3.8
Sukhi Bhava,65,3.6
Sukhi's Restaurant,28,2.7
Sulaimani Chai,105,3.8
Sulemani Chichas,1807,4.1
Sultan - Palace Darbar Restaurant,14,3.25
Sultan Rolls & Sandwiches,59,3.9
Sultan Shah's Restaurant,54,3.2000000000000006
Sultan's Biryani,194,2.983333333333333
Sultan's Creams & Faloodas,4,3.3
Sultan's Restaurant,74,3.2
Sultans of Spice,55465,4.5
Sumac Resto Cafe,6,3.5
Sumadhura Foods,108,3.5
Sumai Foods,4,3.2
Sun Cafe,4,3.3
Sunaina Sapice,21,3.2999999999999994
Sunehri,670,3.79
Sunmart Ice Cream Parlour,0,
Sunny Cafe & Kitchen,2499,3.8
Sunny Side Bistro,3470,3.775
Sunny Spice Chinese Restaurant,176,3.3
Sunny's,18725,3.9624999999999995
Sunny's Kitchen,372,3.6666666666666665
Sunrise Family Restaurant,0,
Sunsadm,0,
Sunshadow.in,10,3.5
Super Chef's (New Royal treat),0,
Super Hyderabadi Dum Biriyani & Combos,0,
Super Thali,0,
Supreme Biryani,48,3.3333333333333335
Surabhi Restaurant,0,
Surya Bakery,108,3.5
Surya Refreshments,81,3.9
Suryawanshi,8535,4.140909090909091
Sutra - The Lalit Ashok Bangalore,546,3.8
Sutra Spice-The Resto Bar,439,3.861538461538461
Suvaai Restaurant,44,3.3
Suvai Factory,20,3.7
Suvarna Sree Food Paradise,63,3.9
Svadu Sweets,57,3.3
Svadu Sweets & Savouries,26,3.7
Svi Food And Juice,0,
Swa-Desh A Family Restaurant,0,
Swaad,110,3.1500000000000004
Swaada Healthy Kitchen,0,
Swaadam Biryanis,0,
Swaadam Veg,374,3.6
Swaadh,0,
Swaadishta Restaurant,120,2.5
Swaadpurna,204,3.6
Swad,496,3.1500000000000004
Swad 'E' Punjab,984,3.6000000000000005
Swad Desh,0,
Swad E Punjab,26,3.4
Swad Family Restaurant,0,
Swad Now - The Biriyani Factory,0,
Swad Plaza,54,3.4
Swad Punjab Da,1521,4.023076923076923
Swad Punjabi Dhaba,60,3.6
Swad Rajasthani Bhojanalaya,14,3.1
Swad Restaurant,1351,3.6333333333333333
Swad-Deshi Restaurant,39,3.5
Swadd Kitchen,20,3.4
Swadesh Tadka,895,3.5
Swadh Biryani Tandoori Spot,0,
Swadisht Inn,60,3.5
Swadisht North Indian Restaurant,23,3.2
Swadishta,14,3.4
Swadist Pakhal Restaurant,32,3.5
Swadist Restaurant,123,3.533333333333333
Swadista Aahar,7067,4.122222222222222
Swagatam Dakshin Foods,0,
Swagath Authentic Nati Style,0,
Swagath Restaurant,0,
Swagatham Delux - Rayalaseema Spices,48,3.4
Swagatham Rayalaseema Ruchulu,48,3.3
Swarga Ruchi,32,3.2999999999999994
Swasthaa,12,3.45
Swasthi Spice Restaurant,2358,3.4
Swathi,2364,3.8
Swathi Cool Point,0,
Swathi Delux,22,3.2
Swathi Deluxe,902,3.9
Swathi Deluxe Restaurant,891,2.9583333333333335
Swathi Greenland,348,3.7
Swathi Maharaja,2619,3.7000000000000006
Swathi Restaurant,306,3.855555555555555
Swathi Restaurant - The Vintage Inn,72,3.8
Swathi Spice n Ice,331,3.5
Swathi Upahara,0,
Swati Cafe,32,2.9
Sweenack Sweets,0,
Sweet Alley,24,3.4
Sweet Chariot,3537,3.3979166666666667
Sweet Chariot Cafe,678,3.7999999999999994
Sweet Mansion,0,
Sweet Melts,0,
Sweet Moments Express,91,3.7
Sweet N Swirl,34,3.2
Sweet Nothings Couture Cupcakes,12,3.4
Sweet Revenge,18,3.3
Sweet Revenge Bake N Cafe,0,
Sweet Tooth - Do you have one?,8,3.3
Sweet Truth,2115,3.9499999999999997
Sweetie Celebrations Cafe,0,
Sweetypie,0,
Swing,1013,3.8
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,18,3.2999999999999994
Swiss Naturals,0,
Symas,34,3.7
Szechuan Dragon,9153,4.0600000000000005
Szechwan Court - The Oberoi,1017,4.1
T Square,18,3.2
T-hut Cafe,84,3.6
T.A.K - That Affordable Kitchen,12,3.2000000000000006
T3H Cafe,186,3.9
T4U Cafe,102,3.6
TAB - Take A Break,4697,4.1
TBC - The Breakfast Company,53,3.8
