location,cuisines,approx_cost(for two people)
Thippasandra,"Chinese, South Indian",150.0
Thippasandra,"Chinese, Thai",333.3333333333333
Thippasandra,Continental,500.0
Thippasandra,Desserts,300.0
Thippasandra,"Desserts, Bakery",200.0
Thippasandra,"Desserts, Ice Cream, Fast Food",300.0
Thippasandra,Fast Food,212.5
Thippasandra,"Fast Food, Sandwich",800.0
Thippasandra,"French, Sandwich, Salad",450.0
Thippasandra,"Ice Cream, Desserts",300.0
Thippasandra,"Italian, Pizza",600.0
Thippasandra,Juices,100.0
Thippasandra,"Juices, Desserts",150.0
Thippasandra,"Kerala, North Indian, South Indian",200.0
Thippasandra,"Mithai, Street Food",241.66666666666666
Thippasandra,"Momos, Chinese",300.0
Thippasandra,North Indian,447.05882352941177
Thippasandra,"North Indian, Bengali, Chinese, Seafood",500.0
Thippasandra,"North Indian, Biryani, Fast Food",500.0
Thippasandra,"North Indian, Chinese",411.1111111111111
Thippasandra,"North Indian, Chinese, Arabian, BBQ, Middle Eastern",400.0
Thippasandra,"North Indian, Chinese, Biryani",140.0
Thippasandra,"North Indian, Chinese, Rolls",450.0
Thippasandra,"North Indian, Chinese, Seafood",400.0
Thippasandra,"North Indian, Chinese, Seafood, Mangalorean",650.0
Thippasandra,"North Indian, Chinese, Seafood, Rolls",450.0
Thippasandra,"North Indian, Continental, Chinese, Italian",500.0
Thippasandra,"North Indian, Fast Food",600.0
Thippasandra,"North Indian, South Indian, Chinese",600.0
Thippasandra,"North Indian, South Indian, Chinese, Kerala",600.0
Thippasandra,"North Indian, South Indian, Chinese, Seafood",550.0
Thippasandra,"Pizza, Fast Food",400.0
Thippasandra,South Indian,187.5
Thippasandra,"South Indian, Chinese, Kerala",250.0
Thippasandra,"South Indian, Chinese, North Indian, Street Food",350.0
Thippasandra,"South Indian, Kerala, Biryani",350.0
Thippasandra,"South Indian, North Indian",150.0
Thippasandra,"South Indian, North Indian, Chinese",200.0
Thippasandra,Street Food,200.0
Thippasandra,"Street Food, Beverages",150.0
Thippasandra,"Street Food, Mithai",166.66666666666666
Thippasandra,"Street Food, North Indian, Bengali, Oriya",400.0
Ulsoor,"American, Continental",488.8888888888889
Ulsoor,"American, Continental, North Indian, South Indian",2800.0
Ulsoor,"American, Mexican, Italian, Steak",1200.0
Ulsoor,Arabian,300.0
Ulsoor,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0
Ulsoor,Bakery,400.0
Ulsoor,"Bakery, Desserts",359.25925925925924
Ulsoor,"Bakery, Desserts, Sandwich",400.0
Ulsoor,"Bakery, Fast Food",300.0
Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery",400.0
Ulsoor,"Beverages, Fast Food",250.0
Ulsoor,"Beverages, Ice Cream",150.0
Ulsoor,"Beverages, Juices",200.0
Ulsoor,Biryani,356.25
Ulsoor,"Biryani, Andhra",750.0
Ulsoor,"Biryani, Fast Food",300.0
Ulsoor,"Biryani, Kebab",750.0
Ulsoor,"Biryani, North Indian",300.0
Ulsoor,"Biryani, North Indian, Kebab",650.0
Ulsoor,"Biryani, South Indian, North Indian, Chinese, Mughlai",950.0
Ulsoor,"Burger, Fast Food",500.0
Ulsoor,Burmese,300.0
Ulsoor,"Cafe, American, Continental, Steak",800.0
Ulsoor,"Cafe, Continental, Italian, Burger, Beverages",700.0
Ulsoor,"Cafe, Continental, Salad",600.0
Ulsoor,"Cafe, Desserts, Fast Food",1000.0
Ulsoor,"Cafe, Italian, Burger, American, Steak",650.0
Ulsoor,"Cafe, Italian, Coffee",750.0
Ulsoor,"Cafe, Mediterranean, Bakery, Greek",700.0
Ulsoor,"Cafe, Mediterranean, Bakery, Greek, Beverages",700.0
Ulsoor,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0
Ulsoor,"Cafe, North Indian, Fast Food",2200.0
Ulsoor,"Cafe, Salad, Desserts, Pizza",750.0
Ulsoor,Chettinad,600.0
Ulsoor,Chinese,688.8888888888889
Ulsoor,"Chinese, North Indian, South Indian",400.0
Ulsoor,"Chinese, North Indian, South Indian, Street Food",400.0
Ulsoor,"Chinese, Thai",800.0
Ulsoor,"Continental, Asian, North Indian, South Indian",2000.0
Ulsoor,"Continental, North Indian, Fast Food",500.0
Ulsoor,Desserts,183.33333333333334
Ulsoor,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill",2000.0
Ulsoor,Fast Food,150.0
Ulsoor,"Fast Food, Burger",233.33333333333334
Ulsoor,"Fast Food, North Indian",300.0
Ulsoor,Finger Food,1500.0
Ulsoor,"Finger Food, Continental, American, Chinese",2000.0
Ulsoor,"Finger Food, Continental, Chinese",2400.0
Ulsoor,"Finger Food, North Indian",1300.0
Ulsoor,"Finger Food, Salad, Chinese, Continental",1300.0
Ulsoor,"Goan, Mangalorean, Pizza",1000.0
Ulsoor,Ice Cream,200.0
Ulsoor,"Ice Cream, Bakery, Desserts",200.0
Ulsoor,"Italian, Mediterranean",2500.0
Ulsoor,"Italian, Pizza",600.0
Ulsoor,Japanese,2000.0
Ulsoor,"Japanese, Chinese, Thai",3000.0
Ulsoor,"Juices, Beverages",150.0
Ulsoor,"Kerala, North Indian, Chinese",300.0
Ulsoor,"Kerala, Seafood",1300.0
Ulsoor,"Lebanese, Mediterranean, Cafe",1000.0
Ulsoor,"Malaysian, Singaporean, Thai",1800.0
Ulsoor,"Mangalorean, Seafood",550.0
Ulsoor,"Mangalorean, South Indian",2000.0
Ulsoor,"Mexican, Italian, Fast Food, North Indian",1500.0
Ulsoor,"Mexican, North Indian, Continental",1500.0
Ulsoor,"Mithai, Street Food",150.0
Ulsoor,"Momos, Chinese",300.0
Ulsoor,North Indian,548.2758620689655
Ulsoor,"North Indian, Beverages, Juices",300.0
Ulsoor,"North Indian, Chinese",607.4626865671642
Ulsoor,"North Indian, Chinese, Biryani",400.0
Ulsoor,"North Indian, Chinese, Fast Food, Street Food",500.0
Ulsoor,"North Indian, Chinese, South Indian",350.0
Ulsoor,"North Indian, Continental, South Indian",2200.0
Ulsoor,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
Ulsoor,"North Indian, Fast Food",200.0
Ulsoor,"North Indian, Fast Food, Beverages",200.0
Ulsoor,"North Indian, Fast Food, Chinese",500.0
Ulsoor,"North Indian, Kashmiri",400.0
Ulsoor,"North Indian, South Indian",300.0
Ulsoor,"North Indian, Street Food",150.0
Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500.0
Ulsoor,"Rolls, North Indian, Fast Food",500.0
Ulsoor,South Indian,165.51724137931035
Ulsoor,"South Indian, Beverages",200.0
Ulsoor,"South Indian, Biryani",300.0
Ulsoor,"South Indian, Chinese",368.75
Ulsoor,"South Indian, North Indian",163.63636363636363
Ulsoor,"South Indian, North Indian, Chinese, Juices",250.0
Ulsoor,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Ulsoor,"South Indian, Street Food",200.0
Ulsoor,Street Food,163.63636363636363
Ulsoor,"Street Food, Mithai",200.0
Ulsoor,"Thai, Asian",1800.0
Ulsoor,"Tibetan, Chinese",300.0
Uttarahalli,"Chinese, North Indian",300.0
Uttarahalli,"Chinese, Street Food, Ice Cream",300.0
Uttarahalli,"Fast Food, Burger, Pizza",200.0
Uttarahalli,Mughlai,300.0
Uttarahalli,"North Indian, Chinese",500.0
Uttarahalli,"North Indian, Chinese, Biryani, South Indian",450.0
Uttarahalli,"South Indian, North Indian",400.0
Uttarahalli,"South Indian, North Indian, Chinese",400.0
Uttarahalli,"South Indian, North Indian, Chinese, Beverages",400.0
Uttarahalli,Street Food,200.0
"Varthur Main Road, Whitefield","American, Continental",200.0
"Varthur Main Road, Whitefield","American, Continental, Salad, Italian, Asian",400.0
"Varthur Main Road, Whitefield","Andhra, Hyderabadi, North Indian",300.0
"Varthur Main Road, Whitefield",Arabian,400.0
"Varthur Main Road, Whitefield","Arabian, Middle Eastern",400.0
"Varthur Main Road, Whitefield","Arabian, Middle Eastern, Rolls, Biryani, Charcoal Chicken",300.0
"Varthur Main Road, Whitefield","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
"Varthur Main Road, Whitefield","Asian, Salad, Italian",400.0
"Varthur Main Road, Whitefield",Bakery,200.0
"Varthur Main Road, Whitefield","Bakery, Desserts",314.2857142857143
"Varthur Main Road, Whitefield",Beverages,350.0
"Varthur Main Road, Whitefield","Beverages, Juices",300.0
"Varthur Main Road, Whitefield","Biryani, Charcoal Chicken",600.0
"Varthur Main Road, Whitefield","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0
"Varthur Main Road, Whitefield","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0
"Varthur Main Road, Whitefield","Biryani, Rolls, Middle Eastern, Arabian",300.0
"Varthur Main Road, Whitefield","Burger, Fast Food",500.0
"Varthur Main Road, Whitefield","Chinese, Thai",200.0
"Varthur Main Road, Whitefield","Chinese, Thai, Momos",400.0
"Varthur Main Road, Whitefield","Desserts, Ice Cream",300.0
"Varthur Main Road, Whitefield","Fast Food, Sandwich",300.0
"Varthur Main Road, Whitefield","Juices, Beverages, Ice Cream",150.0
"Varthur Main Road, Whitefield","Juices, Beverages, Salad",200.0
"Varthur Main Road, Whitefield","Kebab, Rolls, Charcoal Chicken",400.0
"Varthur Main Road, Whitefield","Kerala, Seafood, Biryani, Desserts",400.0
"Varthur Main Road, Whitefield","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0
"Varthur Main Road, Whitefield","Mediterranean, Italian",1200.0
"Varthur Main Road, Whitefield",North Indian,328.57142857142856
"Varthur Main Road, Whitefield","North Indian, Bengali, South Indian",400.0
"Varthur Main Road, Whitefield","North Indian, Biryani",200.0
"Varthur Main Road, Whitefield","North Indian, Biryani, Rolls, Beverages",400.0
"Varthur Main Road, Whitefield","North Indian, Charcoal Chicken",400.0
"Varthur Main Road, Whitefield","North Indian, Chinese",500.0
"Varthur Main Road, Whitefield","North Indian, Chinese, Biryani, Andhra",800.0
"Varthur Main Road, Whitefield","North Indian, Mithai",250.0
"Varthur Main Road, Whitefield",Pizza,150.0
"Varthur Main Road, Whitefield","Seafood, BBQ, Biryani",250.0
"Varthur Main Road, Whitefield","Seafood, Biryani, Hyderabadi, North Indian",650.0
"Varthur Main Road, Whitefield",South Indian,235.0
"Varthur Main Road, Whitefield","South Indian, Biryani",350.0
"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",250.0
"Varthur Main Road, Whitefield","Street Food, North Indian",250.0
Vasanth Nagar,"American, Continental, Steak",1100.0
Vasanth Nagar,"Bakery, Desserts",500.0
Vasanth Nagar,Biryani,338.2352941176471
Vasanth Nagar,"Biryani, Fast Food",300.0
Vasanth Nagar,Cafe,2000.0
Vasanth Nagar,"Cafe, Continental, Fast Food",500.0
Vasanth Nagar,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500.0
Vasanth Nagar,"Cafe, Desserts, Beverages",1100.0
Vasanth Nagar,"Cafe, Italian",300.0
Vasanth Nagar,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0
Vasanth Nagar,"Chinese, Asian",2000.0
Vasanth Nagar,"Chinese, North Indian",150.0
Vasanth Nagar,"Chinese, North Indian, Biryani",150.0
Vasanth Nagar,"Chinese, North Indian, Fast Food",250.0
Vasanth Nagar,Desserts,400.0
Vasanth Nagar,"Fast Food, Biryani",200.0
Vasanth Nagar,"Fast Food, Burger",300.0
Vasanth Nagar,"Fast Food, Street Food",100.0
Vasanth Nagar,Finger Food,3000.0
Vasanth Nagar,"Finger Food, Salad, Chinese, Continental",1300.0
Vasanth Nagar,"Healthy Food, Beverages",650.0
Vasanth Nagar,"Ice Cream, Desserts",250.0
Vasanth Nagar,Italian,3000.0
Vasanth Nagar,"Italian, North Indian, Biryani",500.0
Vasanth Nagar,Japanese,2300.0
Vasanth Nagar,"Juices, Fast Food",100.0
Vasanth Nagar,"Kebab, Biryani",200.0
Vasanth Nagar,Kerala,250.0
Vasanth Nagar,"Mangalorean, Seafood, North Indian, Chinese",700.0
Vasanth Nagar,"Mediterranean, European, Healthy Food",500.0
Vasanth Nagar,"Mithai, Street Food, North Indian",300.0
Vasanth Nagar,"Mughlai, North Indian",400.0
Vasanth Nagar,North Indian,645.4545454545455
Vasanth Nagar,"North Indian, Biryani, Fast Food",500.0
Vasanth Nagar,"North Indian, Chinese",431.25
Vasanth Nagar,"North Indian, Chinese, Biryani",800.0
Vasanth Nagar,"North Indian, Continental, South Indian",600.0
Vasanth Nagar,"North Indian, Italian, Chinese, Japanese",3400.0
Vasanth Nagar,"North Indian, Mughlai, Biryani",650.0
Vasanth Nagar,Pizza,775.0
Vasanth Nagar,"Seafood, North Indian, Chinese",550.0
Vasanth Nagar,South Indian,262.5
Vasanth Nagar,"South Indian, Chinese",200.0
Vasanth Nagar,"South Indian, Chinese, Fast Food",200.0
Vasanth Nagar,"South Indian, Chinese, North Indian",200.0
Vasanth Nagar,"South Indian, North Indian, Chinese",300.0
Vasanth Nagar,"South Indian, Street Food, Chinese, Fast Food",400.0
Vasanth Nagar,"Street Food, North Indian",200.0
Vijay Nagar,"Andhra, Chinese, South Indian",300.0
Vijay Nagar,"Andhra, North Indian, Chinese",800.0
Vijay Nagar,"Bakery, Desserts",400.0
Vijay Nagar,"Beverages, Desserts",225.0
Vijay Nagar,"Beverages, Juices",150.0
Vijay Nagar,Biryani,275.0
Vijay Nagar,"Biryani, Kebab",300.0
Vijay Nagar,"Biryani, South Indian",250.0
Vijay Nagar,"Cafe, Beverages",600.0
Vijay Nagar,"Cafe, Fast Food",900.0
Vijay Nagar,"Desserts, Ice Cream, Beverages",300.0
Vijay Nagar,Fast Food,300.0
Vijay Nagar,"Fast Food, Beverages",400.0
Vijay Nagar,"Fast Food, Chinese",
Vijay Nagar,"Fast Food, North Indian, South Indian, Chinese",600.0
Vijay Nagar,"Fast Food, Steak",300.0
Vijay Nagar,"Fast Food, Street Food, Beverages",150.0
Vijay Nagar,"Fast Food, Street Food, Beverages, Chinese",400.0
Vijay Nagar,"Fast Food, Street Food, Juices",150.0
Vijay Nagar,"Mangalorean, South Indian, North Indian",400.0
Vijay Nagar,Mithai,300.0
Vijay Nagar,"Mithai, Street Food",100.0
Vijay Nagar,"North Indian, Andhra, Chinese, Seafood",350.0
Vijay Nagar,"North Indian, Arabian, Chinese",500.0
Vijay Nagar,"North Indian, Chinese",400.0
Vijay Nagar,"North Indian, Chinese, Biryani",350.0
Vijay Nagar,"North Indian, Chinese, Biryani, Rolls",250.0
Vijay Nagar,"North Indian, Chinese, Biryani, South Indian",600.0
Vijay Nagar,"North Indian, Chinese, Continental",600.0
Vijay Nagar,"North Indian, Chinese, Seafood",350.0
Vijay Nagar,"North Indian, Chinese, South Indian",800.0
Vijay Nagar,"North Indian, South Indian, Biryani",250.0
Vijay Nagar,"North Indian, South Indian, Chinese",825.0
Vijay Nagar,"North Indian, Street Food, Pizza",400.0
Vijay Nagar,"Rolls, Fast Food",250.0
Vijay Nagar,"Seafood, North Indian, Chinese, Andhra, Biryani, Kebab",500.0
Vijay Nagar,South Indian,192.22222222222223
Vijay Nagar,"South Indian, Biryani",400.0
Vijay Nagar,"South Indian, Chinese",400.0
Vijay Nagar,"South Indian, Chinese, North Indian",500.0
Vijay Nagar,"South Indian, Chinese, North Indian, Juices",250.0
Vijay Nagar,"South Indian, North Indian",200.0
Vijay Nagar,"South Indian, North Indian, Chinese",450.0
Vijay Nagar,"South Indian, North Indian, Street Food",350.0
West Bangalore,Biryani,200.0
West Bangalore,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450.0
West Bangalore,Fast Food,300.0
West Bangalore,Healthy Food,500.0
West Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
Whitefield,"African, Burger",1000.0
Whitefield,"African, Burger, Desserts, Beverages, Fast Food",1000.0
Whitefield,American,1300.0
Whitefield,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900.0
Whitefield,"American, Continental",200.0
Whitefield,"American, Fast Food",1000.0
Whitefield,"American, Italian",1225.0
Whitefield,"American, North Indian, Chinese, Finger Food, Momos",1500.0
Whitefield,"American, North Indian, Salad",2500.0
Whitefield,"American, Sandwich",600.0
Whitefield,"American, Tex-Mex, Burger, BBQ, Mexican",1400.0
Whitefield,"American, Thai, Healthy Food",500.0
Whitefield,Andhra,628.5714285714286
Whitefield,"Andhra, Biryani",528.5714285714286
Whitefield,"Andhra, Biryani, North Indian",480.0
Whitefield,"Andhra, Biryani, North Indian, Chinese",650.0
Whitefield,"Andhra, Biryani, South Indian",300.0
Whitefield,"Andhra, Chinese",300.0
Whitefield,"Andhra, Chinese, North Indian",475.0
Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",400.0
Whitefield,"Andhra, Hyderabadi, Biryani",466.6666666666667
Whitefield,"Andhra, Hyderabadi, Chinese",400.0
Whitefield,"Andhra, Hyderabadi, North Indian",300.0
Whitefield,"Andhra, North Indian",240.0
Whitefield,"Andhra, North Indian, Biryani",394.44444444444446
Whitefield,"Andhra, North Indian, Chinese",575.0
Whitefield,"Andhra, North Indian, Chinese, Biryani",550.0
Whitefield,"Andhra, North Indian, South Indian",500.0
Whitefield,"Andhra, South Indian",310.0
Whitefield,"Andhra, South Indian, Chinese",300.0
Whitefield,"Andhra, South Indian, Chinese, North Indian",800.0
Whitefield,"Andhra, South Indian, Hyderabadi",500.0
Whitefield,"Andhra, South Indian, North Indian, Biryani",490.0
Whitefield,Arabian,542.8571428571429
Whitefield,"Arabian, Chinese, North Indian",500.0
Whitefield,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
Whitefield,"Arabian, North Indian, Biryani",700.0
Whitefield,"Arabian, North Indian, Biryani, Chinese, Seafood",750.0
Whitefield,"Arabian, North Indian, Chinese, Salad, Beverages",750.0
Whitefield,Asian,1500.0
Whitefield,"Asian, American, Mexican",1200.0
Whitefield,"Asian, Chinese",2500.0
Whitefield,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0
Whitefield,"Asian, Continental, European",1500.0
Whitefield,"Asian, Continental, North Indian, Italian",2000.0
Whitefield,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800.0
Whitefield,"Asian, Mediterranean, North Indian, BBQ",1400.0
Whitefield,"Asian, Salad, Italian",400.0
Whitefield,BBQ,2000.0
Whitefield,Bakery,335.7142857142857
Whitefield,"Bakery, Cafe",400.0
Whitefield,"Bakery, Cafe, Italian, Desserts",600.0
Whitefield,"Bakery, Desserts",521.25
Whitefield,"Bakery, Desserts, Beverages",450.0
Whitefield,"Bakery, Desserts, Cafe, Italian, Pizza",400.0
Whitefield,"Bakery, Fast Food",360.0
Whitefield,"Bakery, Fast Food, Italian",600.0
Whitefield,Bengali,350.0
Whitefield,"Bengali, Biryani, North Indian, Chinese, Fast Food",400.0
Whitefield,"Bengali, Chinese, North Indian",300.0
Whitefield,"Bengali, Mughlai, North Indian",250.0
Whitefield,"Bengali, North Indian",183.33333333333334
Whitefield,"Bengali, North Indian, Chinese",533.3333333333334
Whitefield,"Bengali, North Indian, Chinese, Biryani",400.0
Whitefield,"Bengali, Oriya, South Indian",300.0
Whitefield,"Bengali, Seafood",750.0
Whitefield,Beverages,256.25
Whitefield,"Beverages, American, Bakery",
Whitefield,"Beverages, Bubble Tea, Tea",300.0
Whitefield,"Beverages, Desserts",200.0
Whitefield,"Beverages, Desserts, Ice Cream",400.0
Whitefield,"Beverages, Fast Food",343.75
Whitefield,"Beverages, Fast Food, Tea",250.0
Whitefield,"Beverages, Healthy Food",200.0
Whitefield,"Beverages, Ice Cream",200.0
Whitefield,"Beverages, Ice Cream, Fast Food",300.0
Whitefield,"Beverages, Juices",200.0
Whitefield,"Beverages, Juices, Street Food",100.0
Whitefield,"Beverages, Sandwich",200.0
Whitefield,Bihari,400.0
Whitefield,Biryani,333.7837837837838
Whitefield,"Biryani, Andhra",725.0
Whitefield,"Biryani, Andhra, North Indian",500.0
Whitefield,"Biryani, Andhra, North Indian, Chinese",675.0
Whitefield,"Biryani, Chinese",411.1111111111111
Whitefield,"Biryani, Chinese, Fast Food",400.0
Whitefield,"Biryani, Chinese, North Indian, South Indian",800.0
Whitefield,"Biryani, Chinese, South Indian, North Indian",400.0
Whitefield,"Biryani, Fast Food",250.0
Whitefield,"Biryani, Hyderabadi, Andhra, North Indian",800.0
Whitefield,"Biryani, Hyderabadi, North Indian",350.0
Whitefield,"Biryani, Kebab",350.0
Whitefield,"Biryani, Kebab, Rolls, Mughlai",650.0
Whitefield,"Biryani, Mughlai",400.0
Whitefield,"Biryani, Mughlai, Chinese, North Indian",600.0
Whitefield,"Biryani, Mughlai, North Indian",500.0
Whitefield,"Biryani, North Indian",427.27272727272725
Whitefield,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",450.0
Whitefield,"Biryani, North Indian, Chinese",681.25
Whitefield,"Biryani, North Indian, Chinese, Rolls, Beverages",400.0
Whitefield,"Biryani, North Indian, Chinese, Seafood",800.0
Whitefield,"Biryani, North Indian, Kebab",685.7142857142857
Whitefield,"Biryani, North Indian, Mughlai",500.0
Whitefield,"Biryani, Rolls, Middle Eastern, Arabian",300.0
Whitefield,"Biryani, Rolls, North Indian",250.0
Whitefield,"Biryani, Seafood, South Indian",750.0
Whitefield,"Biryani, South Indian, Chinese, North Indian",300.0
